competition_id,model_id,origin,event,bin_lower,bin_upper,count,mean_prediction,observed_frequency
eng-championship,M7,preseason,automatic_promotion,0.5,0.6,0,,
eng-championship,M7,preseason,automatic_promotion,0.6,0.7,0,,
eng-championship,M7,preseason,automatic_promotion,0.7,0.8,0,,
eng-championship,M7,preseason,automatic_promotion,0.8,0.9,0,,
eng-championship,M7,preseason,automatic_promotion,0.9,1.0,0,,
eng-championship,M7,preseason,playoff_qualification,0.0,0.1,77,0.06477142857142858,0.07792207792207792
eng-championship,M7,preseason,playoff_qualification,0.1,0.2,98,0.14629897959183674,0.15306122448979592
eng-championship,M7,preseason,playoff_qualification,0.2,0.3,58,0.24969827586206897,0.27586206896551724
eng-championship,M7,preseason,playoff_qualification,0.3,0.4,31,0.32880000000000004,0.22580645161290322
eng-championship,M7,preseason,playoff_qualification,0.4,0.5,0,,
eng-championship,M7,preseason,playoff_qualification,0.5,0.6,0,,
eng-championship,M7,preseason,playoff_qualification,0.6,0.7,0,,
eng-championship,M7,preseason,playoff_qualification,0.7,0.8,0,,
eng-championship,M7,preseason,playoff_qualification,0.8,0.9,0,,
eng-championship,M7,preseason,playoff_qualification,0.9,1.0,0,,
eng-championship,M7,preseason,promotion,0.0,0.1,151,0.043852980132450335,0.052980132450331126
eng-championship,M7,preseason,promotion,0.1,0.2,52,0.14013461538461536,0.09615384615384616
eng-championship,M7,preseason,promotion,0.2,0.3,31,0.23696774193548384,0.22580645161290322
eng-championship,M7,preseason,promotion,0.3,0.4,21,0.34636666666666666,0.42857142857142855
eng-championship,M7,preseason,promotion,0.4,0.5,5,0.45266,0.4
eng-championship,M7,preseason,promotion,0.5,0.6,4,0.55205,0.5
eng-championship,M7,preseason,promotion,0.6,0.7,0,,
eng-championship,M7,preseason,promotion,0.7,0.8,0,,
eng-championship,M7,preseason,promotion,0.8,0.9,0,,
eng-championship,M7,preseason,promotion,0.9,1.0,0,,
eng-championship,M7,preseason,relegation,0.0,0.1,138,0.046628985507246375,0.06521739130434782
eng-championship,M7,preseason,relegation,0.1,0.2,57,0.14235438596491226,0.14035087719298245
eng-championship,M7,preseason,relegation,0.2,0.3,53,0.23741698113207543,0.20754716981132076
eng-championship,M7,preseason,relegation,0.3,0.4,12,0.3378083333333333,0.25
eng-championship,M7,preseason,relegation,0.4,0.5,4,0.45355,0.5
eng-championship,M7,preseason,relegation,0.5,0.6,0,,
eng-championship,M7,preseason,relegation,0.6,0.7,0,,
eng-championship,M7,preseason,relegation,0.7,0.8,0,,
eng-championship,M7,preseason,relegation,0.8,0.9,0,,
eng-championship,M7,preseason,relegation,0.9,1.0,0,,
eng-championship,M7,preseason,title,0.0,0.1,217,0.02003179723502304,0.02304147465437788
eng-championship,M7,preseason,title,0.1,0.2,42,0.12874761904761906,0.14285714285714285
eng-championship,M7,preseason,title,0.2,0.3,5,0.24914,0.0
eng-championship,M7,preseason,title,0.3,0.4,0,,
eng-championship,M7,preseason,title,0.4,0.5,0,,
eng-championship,M7,preseason,title,0.5,0.6,0,,
eng-championship,M7,preseason,title,0.6,0.7,0,,
eng-championship,M7,preseason,title,0.7,0.8,0,,
eng-championship,M7,preseason,title,0.8,0.9,0,,
eng-championship,M7,preseason,title,0.9,1.0,0,,
