season_id,model_id,origin,club_seasons,seasons,points_bias,points_rmse,promoted_club_seasons,promoted_points_bias,promoted_overpredicted,trps,points_crps,points_sd,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,title_brier,top_four_brier,relegation_brier
2024-2025,M2,MW12,20,1,0.08675500000000032,10.294617103880066,3,12.708033333333333,3,0.08651758834210527,6.182008928499998,6.303377477289838,0.3,8.55,0.5,16.15,0.65,20.6,0.75,24.55,0.014724587,0.028814257000000003,0.044167317
2024-2025,M2,MW19,20,1,-0.10413999999999853,6.69369257136896,3,7.873133333333333,3,0.051186273842105265,3.887643881,5.268150089363116,0.35,7.25,0.75,13.6,0.85,17.25,0.85,20.6,0.0026133320000000016,0.035829710249999994,0.019843424000000005
2024-2025,M2,MW30,20,1,0.06357500000000024,3.7936069522948737,3,1.8584666666666656,2,0.03781902096052631,2.1706824854999995,3.362584241268111,0.4,4.45,0.85,8.55,0.95,11.05,0.95,12.95,5.184000000001259e-06,0.05275453699999999,6.300000000203478e-08
2024-2025,M2,MW6,20,1,0.18451500000000162,11.98951854560891,3,15.624900000000002,3,0.10060568880263158,7.490594962499998,6.950337270386962,0.15,9.25,0.6,18.0,0.6,22.8,0.7,27.1,0.062071074999999996,0.03331287575,0.08735903625
2024-2025,M2,preseason,20,1,0.41062500000000207,13.7609183673002,3,22.62376666666667,3,0.12278899556578948,8.5874887075,7.629995940886127,0.3,10.2,0.55,19.65,0.65,25.0,0.7,29.95,0.066775409,0.04699325249999999,0.11240039775000002
2024-2025,M4,MW12,20,1,0.13253500000000037,9.63251683852668,3,11.174199999999999,3,0.08063513028947368,5.427589508499999,7.991377636364358,0.45,11.05,0.75,20.85,0.9,26.4,0.9,31.05,0.013427811000000003,0.025697638749999994,0.02744456800000001
2024-2025,M4,MW19,20,1,-0.06607000000000092,6.532441137737101,3,7.444366666666667,3,0.05384036809210526,3.7359799420000015,6.164469968360742,0.65,8.55,0.75,15.95,0.9,20.25,0.95,24.0,0.0025182969999999975,0.038817378,0.016829164999999993
2024-2025,M4,MW30,20,1,0.050659999999999795,3.813908785878341,3,2.0434666666666668,2,0.0384034725,2.1939331570000005,3.6460189651891604,0.4,4.95,0.95,9.4,0.95,12.05,0.95,14.05,6.561000000002462e-06,0.06103498825000002,1.5300000000043382e-07
2024-2025,M4,MW6,20,1,0.335895,10.768539967539704,3,12.170866666666663,3,0.08464796568421054,6.295658445499999,9.173764976259438,0.3,12.6,0.75,23.45,0.85,30.25,0.9,35.7,0.054889372000000006,0.024352167000000004,0.048904674999999995
2024-2025,M4,preseason,20,1,0.7918050000000004,11.460778082290052,3,14.710766666666666,3,0.09667974940789473,6.666840777500004,10.812792991632268,0.4,14.9,0.75,27.85,0.9,35.55,0.95,42.3,0.05879695,0.04594498625000001,0.045106055000000006
2024-2025,M5,MW12,20,1,0.12541499999999922,9.570404595966673,3,11.431966666666666,3,0.08045310197368423,5.446569561499999,7.628177151061058,0.45,10.4,0.75,19.65,0.85,25.0,0.9,29.8,0.013749672000000001,0.02658313625,0.023744526999999998
2024-2025,M5,MW19,20,1,-0.07281499999999816,6.418412916329081,3,7.822000000000003,3,0.051399978407894745,3.665503485499998,6.031355310002184,0.5,8.25,0.75,15.45,0.9,19.85,0.95,23.7,0.0030556980000000017,0.03445175624999999,0.014753013000000004
2024-2025,M5,MW30,20,1,0.05548000000000171,3.7934321522863703,3,2.1756000000000024,2,0.03772822856578947,2.1710925640000003,3.5839257124945485,0.45,4.95,0.9,9.15,0.95,11.8,0.95,13.95,5.929000000002258e-06,0.05497181725,6.700000000232234e-08
2024-2025,M5,MW6,20,1,0.2804800000000004,10.52946653933617,3,12.656500000000003,3,0.08536112101315788,6.132808907999998,8.858890839404205,0.4,12.05,0.75,22.95,0.85,29.2,0.85,34.6,0.052771306000000004,0.028906702,0.040780781
2024-2025,M5,preseason,20,1,0.6117149999999988,11.471634341997657,3,15.3857,3,0.09905697761842105,6.618104664500001,10.196563277707853,0.4,13.85,0.8,26.35,0.85,33.5,0.9,39.8,0.054514112,0.047525676249999996,0.0412897
2024-2025,M7,MW12,20,1,0.29623000000000027,8.494780329414057,3,10.411366666666666,3,0.0680024319868421,4.695639667999998,7.356140668606544,0.5,9.9,0.8,19.1,0.9,24.2,0.9,28.75,0.008621681999999999,0.023800324999999997,0.019368230000000004
2024-2025,M7,MW19,20,1,0.039029999999999274,6.18337028537027,3,7.035366666666668,3,0.051737714276315794,3.590515430999999,5.803432597969608,0.35,7.8,0.75,15.0,0.9,19.25,0.95,22.65,0.0021172219999999993,0.048585570749999994,0.013761869750000006
2024-2025,M7,MW30,20,1,0.07618999999999909,3.58567906804276,3,2.1244666666666663,2,0.035475153210526314,2.0530824869999984,3.538904569245678,0.45,4.8,0.95,9.3,0.95,11.6,1.0,13.65,5.328999999999181e-06,0.05587547125000001,9.80000000027293e-08
2024-2025,M7,MW6,20,1,0.4587950000000006,9.81007099314271,3,11.7436,3,0.07426008788157894,5.529651095499999,8.494034706795086,0.5,11.7,0.8,21.85,0.9,27.75,0.9,33.1,0.04625163299999999,0.02096786,0.03299060575
2024-2025,M7,preseason,20,1,0.7818750000000001,10.31827195447474,3,16.09906666666667,3,0.08089737652631579,5.833137700499999,9.865148396005841,0.55,13.35,0.75,25.45,0.9,32.4,0.95,38.4,0.048798077,0.040568896,0.045376076749999994
2025-2026,M2,MW12,20,1,0.9221249999999996,8.326429790042068,3,-0.7944666666666661,2,0.10036724544736841,4.7715300235,6.339807794548796,0.5,8.65,0.7,16.4,0.7,20.8,0.85,24.65,0.003769710249999998,0.10963685799999998,0.058907086
2025-2026,M2,MW19,20,1,0.655485000000002,6.368929432683331,3,1.5699333333333338,2,0.08068376719736843,3.5614434754999977,5.4507364997683405,0.55,7.35,0.85,14.0,0.85,17.85,0.95,21.2,0.009546852999999998,0.07352780725000001,0.005758844999999997
2025-2026,M2,MW30,20,1,0.18985500000000002,4.104345883268126,3,-1.1326999999999998,1,0.06027143997368423,2.3932313765,3.5659455842569585,0.4,4.95,0.75,9.3,0.95,11.8,0.95,13.85,0.000246512999999999,0.03376020325000001,0.015909892749999998
2025-2026,M2,MW6,20,1,0.5732699999999997,9.768502277063764,3,1.618999999999995,2,0.11333128810526316,5.596899314,7.0840752787647405,0.5,9.7,0.65,18.35,0.75,23.25,0.85,27.6,0.019113109,0.14854227874999998,0.02490131975
2025-2026,M2,preseason,20,1,0.8282600000000009,10.27772640397671,3,-2.166866666666666,1,0.1221709462368421,5.919484953000002,7.765799395604698,0.4,10.65,0.7,19.9,0.8,25.6,0.9,30.35,0.028042913999999995,0.14082118825,0.06948157225
2025-2026,M4,MW12,20,1,0.9527599999999989,8.603993835016388,3,-4.713333333333335,1,0.11122879344736843,4.920216510999999,7.956982458233737,0.6,10.95,0.65,20.5,0.85,26.3,0.95,31.0,0.008806367250000004,0.09850493349999999,0.047495291
2025-2026,M4,MW19,20,1,0.6784349999999995,6.376130568965789,3,-1.1782000000000004,1,0.08729440684210527,3.6042276115000007,6.383485375477459,0.55,8.85,0.85,16.5,0.9,21.05,0.95,24.9,0.010687627999999994,0.05886137625,0.010498003999999997
2025-2026,M4,MW30,20,1,0.17964999999999876,4.2306346235523575,3,-1.9532666666666667,1,0.06332706660526315,2.4535092310000004,3.8033751271389704,0.4,5.3,0.8,9.8,0.95,12.6,0.95,14.85,0.00028998900000000145,0.02711675375,0.019737551249999995
2025-2026,M4,MW6,20,1,0.6134549999999998,10.846858612404791,3,-5.106699999999999,1,0.13196206671052632,6.239458838499999,9.273594887780138,0.45,12.7,0.65,23.75,0.8,30.65,0.95,36.2,0.026452511,0.14469882575000004,0.04770269
2025-2026,M4,preseason,20,1,0.818624999999999,12.375088978892233,3,-9.358933333333333,1,0.14418741331578946,7.086099520500001,10.79836009169016,0.45,15.05,0.85,27.95,0.85,35.45,0.85,41.9,0.03437227099999999,0.12891238175,0.123242797
2025-2026,M5,MW12,20,1,0.9388749999999986,8.65923224243928,3,-3.548633333333337,1,0.11084199380263157,4.9917419775,7.642127045811203,0.55,10.3,0.7,19.8,0.85,25.25,0.95,29.7,0.009510200000000002,0.1025233525,0.05508777599999999
2025-2026,M5,MW19,20,1,0.6705199999999996,6.408642631400195,3,-1.013233333333332,1,0.08671596335526317,3.6273806539999995,6.208059432149432,0.55,8.45,0.85,16.1,0.9,20.6,0.95,24.2,0.010864141,0.062004476499999996,0.012686292999999996
2025-2026,M5,MW30,20,1,0.18908999999999826,4.251583640127523,3,-1.8890000000000005,1,0.06282486796052632,2.481372538000001,3.761307639913288,0.4,5.3,0.7,9.65,0.95,12.25,0.95,14.45,0.00045158400000000243,0.029399617499999996,0.020068283
2025-2026,M5,MW6,20,1,0.621275000000001,10.524665622788213,3,-3.5879000000000025,1,0.12833712056578947,6.119224452499999,8.890106481677256,0.4,12.2,0.65,22.9,0.9,29.2,0.95,34.7,0.027471002,0.14177136475000002,0.052381673000000004
2025-2026,M5,preseason,20,1,0.8559750000000002,11.806844558665963,3,-7.2621666666666655,1,0.14171282265789473,6.851672108500002,10.19397850984332,0.35,14.05,0.75,26.15,0.85,33.6,0.85,39.8,0.034198746999999995,0.12527762975,0.11553986224999999
2025-2026,M7,MW12,20,1,1.0112299999999985,8.26663558323457,3,-3.7419666666666664,1,0.1014975853026316,4.813196691,7.310989194808054,0.4,9.95,0.8,18.8,0.85,24.1,0.95,28.45,0.006134624999999997,0.11690822674999998,0.030389010000000004
2025-2026,M7,MW19,20,1,0.7461550000000002,5.750184931939146,3,-0.20053333333333256,1,0.07682547419736843,3.2631150255000017,6.03692165873238,0.5,8.15,0.85,15.55,0.95,19.75,0.95,23.45,0.0065498729999999995,0.06228949899999999,0.006701658999999999
2025-2026,M7,MW30,20,1,0.23685499999999954,4.168637220303537,3,-1.5164666666666662,1,0.061182924486842115,2.418226224500001,3.7171241972050764,0.4,5.15,0.95,9.85,0.95,12.25,0.95,14.45,0.00019936299999999762,0.0354063755,0.020992982
2025-2026,M7,MW6,20,1,0.6656550000000001,10.376152940782053,3,-3.2135333333333342,1,0.12177443651315789,6.094663015499998,8.53027424395367,0.35,11.65,0.65,21.9,0.75,28.1,0.9,33.3,0.028672623000000008,0.155064347,0.043514554999999996
2025-2026,M7,preseason,20,1,0.9721600000000002,11.971295027147232,3,-7.146799999999996,1,0.13733276235526315,7.020596880000001,9.890147359779784,0.4,13.55,0.7,25.65,0.85,32.5,0.85,38.55,0.03659852200000001,0.145483813,0.108939977
